userid,movieid,rating,timestamp
11,6,3.0,997786169
11,10,2.0,997786062
11,14,2.0,997786663
11,17,4.0,943174551
11,21,3.0,997786062
11,32,1.0,997878669
11,34,5.0,943174551
11,44,3.0,942313044
11,48,3.0,997877826
11,50,3.0,997878670
11,70,3.0,942312620
11,112,2.0,997878049
11,144,3.0,977036724
11,150,3.0,997638649
11,151,4.0,943174824
11,153,2.0,997638738
11,160,1.0,997762814
11,163,3.0,942313044
11,165,2.0,997762885
11,180,3.0,997786442
11,181,2.0,997786525
11,185,2.0,940544701
11,196,2.0,940544752
11,208,1.0,942313214
11,223,3.0,997762683
11,230,3.0,943175348
11,253,2.0,997786270
11,256,2.0,940544752
11,260,4.0,1041384642
11,273,1.0,997786525
11,293,3.0,940545356
11,296,4.0,940545355
11,300,3.0,997877937
11,313,3.0,997878445
11,316,2.0,940544700
11,318,4.0,955809354
11,329,2.0,997878367
11,346,3.0,942313862
11,348,4.0,984810922
11,349,3.0,997762683
11,353,3.0,997762814
11,364,3.0,940893102
11,367,2.0,940892424
11,368,2.0,997786525
11,377,3.0,997878367
11,379,2.0,940544700
11,380,3.0,997878670
11,417,3.0,997878899
11,426,3.0,997638840
11,434,1.0,997762683
11,442,2.0,997762814
11,454,2.0,997763075
11,457,4.0,997763076
11,464,3.0,942313352
11,471,1.0,997786169
11,474,3.0,997786270
11,480,3.0,997786352
11,481,1.0,943174824
11,485,2.0,997786352
11,490,2.0,977036692
11,492,3.0,1010519999
11,509,3.0,997877826
11,515,3.0,997877937
11,517,2.0,942313306
11,529,3.0,997878158
11,533,2.0,997878159
11,535,2.0,997878273
11,541,3.0,997638840
11,551,3.0,997786663
11,552,2.0,942313270
11,555,3.0,997878670
11,588,4.0,940893042
11,589,4.0,940544292
11,590,3.0,997762815
11,592,4.0,942312795
11,593,3.0,997878273
11,594,3.0,997878273
11,595,5.0,940893042
11,596,3.0,997877826
11,608,4.0,943174678
11,616,2.0,997638650
11,648,3.0,942312795
11,653,2.0,940892541
11,661,3.0,997786270
11,671,3.0,997786663
11,673,1.0,940892541
11,720,4.0,997878670
11,733,2.0,997878049
11,736,1.0,997878670
11,745,4.0,997762683
11,750,4.0,955809407
11,780,2.0,940544343
11,783,3.0,940893202
11,786,2.0,997762975
11,788,3.0,997786663
11,799,3.0,942614702
11,804,2.0,997878273
11,832,2.0,997877937
11,836,1.0,997762683
11,858,3.0,1010519683
11,861,3.0,997878445
11,898,4.0,955809892
11,899,4.0,997878273
11,903,3.0,997878671
11,904,4.0,1021812310
11,908,5.0,944388722
11,909,4.0,944389368
11,910,4.0,955809309
11,912,4.0,940545198
11,913,4.0,997786442
11,914,3.0,1010520058
11,916,4.0,1021812347
11,919,4.0,997878758
11,923,4.0,940545356
11,924,3.0,940544292
11,928,3.0,997877937
11,929,4.0,955809502
11,940,3.0,997638529
11,943,3.0,997786063
11,944,3.0,997786442
11,947,3.0,997786664
11,953,4.0,997786271
11,954,4.0,997786525
11,965,4.0,1028403203
11,969,4.0,942312569
11,973,3.0,1010520000
11,1016,2.0,997878274
11,1022,2.0,997762684
12,44,3.0,848958744
12,95,3.0,848958706
12,135,5.0,848959058
12,153,4.0,848958562
12,189,3.0,848959363
12,191,3.0,848959058
12,230,3.0,848958839
12,253,4.0,848958618
12,277,4.0,848958798
12,292,5.0,848958593
12,296,4.0,848958535
12,316,3.0,848958575
12,317,3.0,848958679
12,327,2.0,848958879
12,329,3.0,848958593
12,344,2.0,848958562
12,345,1.0,848958891
12,355,1.0,848958784
12,356,3.0,848958575
12,357,3.0,848958667
12,368,3.0,848958735
12,377,5.0,848958618
12,405,2.0,848959019
12,434,3.0,848958593
12,435,3.0,848958690
12,454,3.0,848958618
12,466,2.0,848958784
12,475,3.0,848958879
12,480,5.0,848958593
12,500,3.0,848958628
12,533,4.0,848958979
12,550,3.0,848959003
12,551,3.0,848958735
12,587,4.0,848958647
12,589,5.0,848958618
12,592,4.0,848958535
12,594,3.0,848958772
12,597,1.0,848958647
12,610,5.0,848958855
13,5,3.5,1225229442
13,110,2.5,1272898896
13,180,5.0,1225229789
13,196,4.0,1225229498
13,260,3.0,1272898891
13,261,1.0,1225229630
13,296,3.5,1272898886
13,318,3.5,1272898893
13,356,3.0,1272898881
13,432,3.0,1225229452
13,457,1.5,1272898899
13,466,2.0,1225229458
13,471,2.5,1225229592
14,2,4.0,842119824
14,11,4.0,842119583
14,19,3.0,842119311
14,21,4.0,842119349
14,32,4.0,842119487
14,47,3.0,842119268
14,50,3.0,842119349
14,141,5.0,842119903
14,150,5.0,842118959
14,153,3.0,842119011
14,196,3.0,842119824
14,204,2.0,842119903
14,236,3.0,842119583
14,252,4.0,842119858
14,292,3.0,842119111
14,296,4.0,842118960
14,300,5.0,842119267
14,316,5.0,842119053
14,329,3.0,842119111
14,339,4.0,842119166
14,344,3.0,842119011
14,349,5.0,842119010
14,356,3.0,842119166
14,357,5.0,842119537
14,364,4.0,842119267
14,367,4.0,842119311
14,377,4.0,842119311
14,380,4.0,842118961
14,432,3.0,842119537
14,457,5.0,842119053
14,480,4.0,842119218
15,1,4.0,1422651687
15,318,4.0,1422651516
15,356,3.0,1422651635
15,1188,2.0,1422651785
16,303,2.5,1355604031
16,610,2.0,1355603993
16,1037,1.5,1355604021
16,1188,2.0,1355603983
17,605,3.0,1337190535
17,858,5.0,1337193790
17,904,4.0,1337193807
17,934,3.0,1337190474
18,10,5.0,837848698
18,44,3.0,837848864
18,141,4.0,837848849
18,153,3.0,837848642
18,161,5.0,837848686
18,231,3.0,837848664
18,296,4.0,837848621
18,329,4.0,837848664
18,349,4.0,837848642
18,364,4.0,837848729
18,434,3.0,837848686
18,442,3.0,837848837
18,457,5.0,837848686
18,480,3.0,837848729
18,539,3.0,837848803
18,586,2.0,837848803
18,588,3.0,837848642
18,589,3.0,837848769
18,590,3.0,837848621
19,12,3.0,940153823
19,25,4.0,940155433
19,70,3.0,940152329
19,152,3.0,940153823
19,177,4.0,940153273
19,188,3.0,940152329
19,220,3.0,940151853
19,253,4.0,940152329
19,273,3.0,940152461
19,318,3.0,940155293
19,330,2.0,940153273
19,366,3.0,940153273
19,382,2.0,940152614
19,407,3.0,940153273
19,426,4.0,940153404
19,527,5.0,940155546
19,532,3.0,940153145
19,565,3.0,940153145
19,608,4.0,940155433
19,610,3.0,940153145
19,724,3.0,940153145
19,735,4.0,940153005
19,799,3.0,940151853
20,750,5.0,1401286658
20,858,5.0,1401286664
20,904,5.0,1401286730
20,908,5.0,1401286707
20,910,4.0,1401286738
20,912,5.0,1401286636
20,926,4.0,1401286618
20,953,5.0,1401286686
20,954,5.0,1401286166
20,969,4.0,1401286613
21,512,4.0,950912206
21,593,5.0,949097567
21,594,4.0,1089155125
21,1041,4.0,949097567
22,1,3.5,1146842125
22,150,3.5,1146842118
22,153,3.5,1146842148
22,260,3.5,1146842000
22,355,2.0,1146841855
22,356,3.0,1146842104
22,370,3.0,1146841715
22,480,3.0,1146842107
22,520,3.5,1146841755
22,592,3.5,1146842115
22,595,3.5,1146841952
23,10,5.0,837530693
23,19,4.0,837530746
23,110,5.0,837530712
23,150,5.0,837530599
23,153,3.0,837530632
23,160,4.0,837530761
23,161,5.0,837530675
23,165,4.0,837530632
23,173,5.0,837530788
23,185,2.0,837530693
23,208,4.0,837530694
23,225,5.0,837530727
23,231,3.0,837530656
23,253,3.0,837530693
23,292,4.0,837530675
23,296,2.0,837530599
23,316,4.0,837530656
23,318,5.0,837530656
23,329,3.0,837530656
23,349,5.0,837530632
23,356,5.0,837530727
23,364,5.0,837530746
23,367,3.0,837530746
23,410,2.0,837530712
23,420,5.0,837530761
23,434,5.0,837530675
23,435,3.0,837530775
23,454,5.0,837530727
23,457,4.0,837530676
23,480,5.0,837530727
24,1,4.0,1227219047
24,6,4.0,1227219521
24,16,0.5,1227219917
24,17,3.5,1227219317
24,31,1.0,1227217440
24,34,3.5,1227219430
24,36,2.5,1227219137
24,50,4.5,1227217541
24,62,3.0,1227218939
24,105,1.0,1227217374
24,110,3.5,1227218653
24,249,2.0,1227219178
24,260,0.5,1227220636
24,261,1.0,1227217399
24,300,3.0,1227219716
24,318,4.5,1227217536
24,337,3.0,1227220212
24,348,3.5,1227220283
24,356,4.5,1227218071
24,457,2.5,1227218125
24,474,1.5,1227217883
24,475,2.0,1227217445
24,508,4.0,1227217914
24,538,3.5,1227220624
24,589,3.5,1227219783
24,590,3.0,1227217946
24,593,3.5,1227219024
24,628,2.5,1227217349
24,733,3.5,1227219307
24,762,0.5,1227217404
24,838,2.5,1227219155
24,852,1.5,1227217354
24,858,1.0,1227217602
24,899,2.5,1227217455
24,912,1.0,1227217561
25,239,3.0,1334628909
25,296,4.5,1334628965
25,356,4.0,1334629410
25,364,4.5,1335395411
25,457,3.5,1334629507
25,480,3.5,1335395445
25,541,3.0,1334629052
25,608,4.0,1334629251
25,750,5.0,1334629070
25,924,4.0,1334629047
25,953,3.0,1334629368
25,1019,4.5,1334628780
25,1025,3.0,1334628821
25,1027,2.5,1334628749
25,1033,4.0,1334628872
25,1079,4.5,1335401689
26,6,4.0,892779338
26,17,5.0,895408703
26,25,4.0,892779338
26,32,4.0,892779310
26,36,4.0,892779338
26,39,2.0,910455230
26,70,4.0,905334210
26,79,2.0,894813793
26,81,3.0,892779367
26,104,4.0,904188419
26,110,4.0,895932867
26,111,4.0,900480524
26,156,4.0,892779338
26,165,3.0,905334334
26,224,3.0,895932812
26,260,4.0,892779338
26,280,4.0,908423294
26,292,3.0,905334334
26,296,5.0,905334476
26,300,3.0,905334652
26,306,4.0,905334652
26,318,5.0,905334476
26,368,3.0,905334334
26,377,4.0,905334293
26,380,4.0,905334285
26,442,3.0,905334250
26,457,4.0,905334148
26,475,4.0,905334652
26,480,3.0,905334178
26,485,3.0,912835425
26,507,3.0,905334210
26,555,4.0,905334148
26,589,4.0,905334148
26,590,3.0,905334476
26,593,5.0,905334476
26,608,5.0,892779310
26,628,4.0,892779367
26,648,4.0,892779338
26,778,5.0,892779310
26,780,2.0,905334285
27,13,4.0,838375492
27,16,4.0,838311985
27,19,3.0,838311653
27,26,4.0,838374946
27,34,4.0,838311631
27,48,4.0,838311838
27,105,4.0,838311880
27,110,5.0,838311606
27,150,4.0,838311489
27,153,3.0,838375289
27,158,3.0,838311820
27,161,3.0,838311573
27,262,4.0,838375666
27,277,3.0,838311880
27,292,3.0,838311573
27,317,4.0,838311653
27,329,4.0,838311555
27,344,2.0,838311526
27,355,3.0,838311931
27,356,4.0,838311606
27,364,5.0,838311630
27,370,3.0,838312017
27,410,3.0,838311605
27,421,4.0,838375106
27,455,5.0,838374609
27,466,3.0,838312051
27,480,4.0,838311630
27,491,3.0,838375054
27,500,5.0,838311704
27,527,5.0,838311704
27,539,3.0,838311729
27,551,3.0,838311858
27,553,4.0,838311754
27,575,4.0,838375147
27,585,3.0,838311894
27,586,3.0,838311729
27,587,5.0,838311729
28,47,5.0,975105620
28,70,1.0,975105470
28,111,5.0,975105547
28,223,5.0,975107172
28,233,4.0,975108025
28,541,5.0,975106999
28,1093,4.0,975107234
28,1094,4.0,975106319
28,1126,4.0,975105415
29,6,3.0,835501543
29,7,3.0,835501560
29,9,3.0,835501543
29,10,5.0,835501499
29,11,3.0,835502625
29,14,3.0,835501924
29,30,4.0,835501791
29,36,5.0,835501755
29,47,5.0,835502560
29,50,5.0,835502443
29,62,4.0,835501823
29,70,3.0,835501898
29,95,3.0,835501898
29,110,4.0,835502469
29,117,3.0,835501844
29,150,4.0,835501418
29,153,3.0,835501445
29,161,3.0,835501500
29,165,3.0,835501445
29,200,3.0,835502398
29,214,5.0,835502521
29,231,3.0,835501473
29,280,3.0,835502540
29,290,4.0,835502469
29,292,4.0,835501499
29,296,5.0,835501418
29,306,4.0,835502597
29,316,3.0,835501473
29,318,5.0,835501473
29,339,4.0,835501499
29,344,2.0,835501445
29,349,3.0,835501445
29,356,4.0,835502469
29,373,3.0,835502583
29,377,3.0,835502625
29,380,4.0,835501418
29,394,3.0,835502678
29,434,5.0,835501499
29,456,4.0,835502727
29,457,4.0,835502469
29,474,3.0,835502560
29,475,5.0,835502469
29,497,4.0,835502583
29,508,4.0,835502501
29,515,5.0,835502560
29,588,3.0,835501445
29,590,4.0,835501418
29,592,3.0,835501418
30,34,4.0,955125491
30,111,5.0,955125238
30,296,3.0,955125372
30,428,3.0,955125561
30,527,4.0,955125147
30,541,4.0,955125656
30,592,5.0,955126123
30,593,5.0,955125459
30,608,5.0,955125439
30,858,5.0,955125063
30,923,4.0,955125097
30,986,5.0,955125561
30,1030,4.0,955124798
30,1036,5.0,955125656
30,1081,3.0,955126539
30,1097,5.0,955125619
30,1101,5.0,955126202
30,1124,5.0,955126233
30,1127,5.0,955126202
31,1,4.0,1170434503
31,2,3.5,1170434652
31,32,4.0,1170434946
31,47,4.0,1170435620
31,50,4.0,1170349106
31,62,3.5,1170350479
31,110,3.0,1170349136
31,112,4.0,1170435269
31,164,3.5,1170348858
31,172,4.0,1170435092
31,198,4.0,1170435061
31,208,3.5,1170435100
31,223,4.5,1170435700
31,249,3.5,1170348827
31,253,4.0,1170434597
31,260,4.5,1170349262
31,293,4.5,1170435617
31,296,4.0,1170435607
31,316,3.5,1170435079
31,318,4.5,1170349164
31,329,4.0,1170435051
31,338,3.0,1170348871
31,353,5.0,1170349895
31,356,4.0,1170435749
31,364,3.0,1170350469
31,377,4.0,1170435863
31,434,2.5,1170350477
31,454,3.0,1170350464
31,480,4.0,1170435012
31,491,3.5,1170348808
31,502,3.5,1170435292
31,514,3.0,1170348852
31,527,5.0,1170349253
31,541,4.5,1170349122
31,587,3.5,1170434644
31,589,4.0,1170350459
31,592,4.0,1170349998
31,593,3.5,1170349179
31,671,4.0,1170348776
31,704,3.0,1170435279
31,741,3.5,1170350236
31,780,3.5,1170435046
31,799,3.5,1170348803
31,839,2.0,1170349902
31,858,5.0,1170350481
31,903,3.0,1170362525
31,904,4.5,1170350842
31,908,4.0,1170350858
31,909,5.0,1170351511
31,910,4.0,1170351527
31,912,5.0,1170350850
31,913,5.0,1170350877
31,919,4.0,1170349873
31,922,4.0,1170362474
31,923,2.0,1170351551
31,924,2.0,1170434942
32,3,2.0,858717623
32,5,3.0,858717623
32,6,4.0,858717623
32,7,3.0,858717623
32,25,3.0,858717344
32,32,5.0,858717344
32,36,3.0,858717622
32,95,3.0,858717344
32,104,3.0,858717706
32,112,3.0,858717705
32,260,3.0,858717705
32,376,3.0,858717705
32,608,4.0,858717623
32,648,3.0,858717344
32,733,4.0,858717623
32,762,1.0,858718198
33,468,4.0,1197643632
33,485,2.5,1197643583
33,524,4.5,1197643697
33,1095,3.5,1197643725
34,65,4.0,1278807330
34,69,2.5,1278807388
34,267,1.5,1278807800
34,379,0.5,1278807291
35,1,4.0,1193293245
35,29,5.0,1193897069
35,32,4.0,1193293592
35,50,5.0,1193293612
35,107,4.0,1193293126
35,110,3.5,1193293489
35,153,3.5,1193293713
35,260,4.0,1193293666
35,296,5.0,1193293455
35,318,5.0,1193293260
35,356,4.5,1193293523
35,364,4.0,1193293692
35,480,3.5,1193293334
35,500,5.0,1193293729
35,527,4.0,1193293336
35,541,3.5,1193293838
35,588,4.5,1193293621
35,593,4.5,1193293258
35,595,3.5,1193293589
35,750,5.0,1193293832
35,780,3.0,1193293580
35,858,4.5,1193293557
35,898,4.5,1193293128
35,904,4.0,1193293825
35,955,5.0,1193294038
35,1037,3.0,1193293082
35,1073,4.0,1193293725
35,1077,3.5,1193293088
36,10,3.0,840872001
36,150,5.0,840871576
36,153,3.0,840871647
36,161,5.0,840871716
36,165,4.0,840871646
36,185,3.0,840872001
36,231,2.0,840871674
36,300,4.0,840872129
36,318,5.0,840871716
36,339,3.0,840871946
36,344,1.0,840871647
36,349,5.0,840871647
36,356,5.0,840871946
36,364,3.0,840872068
36,377,5.0,840872129
36,434,3.0,840871946
36,454,4.0,840872068
36,457,5.0,840871674
